pid,Name,Pos,DraftPick,Age,Salary,Team,Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,BA,PF,PTS,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,DD,TD,QD,5x5,PER,EWA,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,On-Off,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ovr,Pot,Hgt,Str,Spd,Jmp,End,Ins,Dnk,FT,2Pt,3Pt,oIQ,dIQ,Drb,Pss,Reb
1319,Gerald Stricklin,G,,21,1,BEL,2058,60,60,33.267819731217294,4,10.183333333333334,39.27986906710311,0.21666666666666667,0.8,27.083333333333332,3.783333333333333,9.383333333333333,40.319715808170514,40.34369885433715,1.65,2.816666666666667,58.57988165680473,0.6833333333333333,2.933333333333333,3.6166666666666667,6.916666666666667,2.4166666666666665,1.8666666666666667,0.1,0.6333333333333333,1.9666666666666666,9.866666666666667,1.8333333333333333,3.3833333333333333,54.187192118226605,1.7,5.216666666666667,32.587859424920126,0.25,0.7833333333333333,31.914893617021278,5,0,0,0,13.2343370781597,1.9736949986339334,43.18898097350298,0.07855973813420622,0.2765957446808511,2.0711778027393866,8.753939057618187,5.438496351212904,30.17217538497071,2.6596289190695037,0.2055442754761639,17.46230550604557,17.204202028426344,2.802109038330128,-4.696478373475747,92.46579178017389,94.15795976293353,0.7787237384305169,2.8476729904686278,3.6263967288991448,0.08720491473617716,-0.9742555525490562,2.159306695125689,1.1850511425766328,1.604099857382677,40,59,28,32,64,54,35,36,26,26,31,32,48,42,58,59,48
1320,Juan McCray,GF,,23,1,NYC,2058,60,60,39.066331271255166,7.05,18.366666666666667,38.38475499092559,2.566666666666667,7.933333333333334,32.35294117647059,4.483333333333333,10.433333333333334,42.97124600638978,45.37205081669691,3.85,4.933333333333334,78.04054054054053,2.15,5.116666666666666,7.266666666666667,6.983333333333333,0.9166666666666666,3.1166666666666667,0.7666666666666667,1.1166666666666667,1.2666666666666666,20.516666666666666,1.7833333333333334,3.35,53.233830845771145,1.3166666666666667,3.5,37.61904761904762,1.3833333333333333,3.5833333333333335,38.604651162790695,16,2,0,0,25.99740792693639,14.457955150315767,49.949685126274105,0.4319419237749546,0.26860254083484575,5.40635131660362,13.007520098712824,9.186188744076894,29.21140487140701,3.8236212806454306,1.3469328517895252,4.272707498213232,22.94741657778035,8.24021056386478,1.629726328392393,116.1732376290105,89.10119335098237,9.757381171100594,4.926503652065212,14.683884823165805,0.3006964687051665,7.379865274450844,5.101469086753297,12.48133436120414,8.579288847287039,70,76,43,62,64,70,55,37,71,59,60,63,65,81,61,55,49
1322,Periklis Floros,F,,20,1,SIN,2058,60,60,33.09884730289203,5.316666666666666,10.683333333333334,49.765990639625585,0.16666666666666666,0.6333333333333333,26.31578947368421,5.15,10.05,51.243781094527364,50.546021840873635,1.7,3.1166666666666667,54.54545454545454,2.3833333333333333,6.833333333333333,9.216666666666667,2.1,2.533333333333333,1.3833333333333333,0.5,0.5166666666666667,2.183333333333333,12.5,3.15,4.933333333333334,63.85135135135135,1.85,4.766666666666667,38.81118881118881,0.15,0.35,42.857142857142854,21,0,0,0,15.407305575604168,3.4836235048144975,51.847140803008514,0.059282371294851796,0.2917316692667707,7.377403881567614,21.326493532585935,14.32329813894198,9.378296934345485,2.0005018111301953,1.0380827202690361,17.365871492550955,18.49788724090392,0.2410243144726335,4.042149816754145,96.2114342977532,98.05331776450288,1.7096595087318815,1.8003885190181617,3.5100480277500434,0.0848379521045943,-0.42713617610954246,-0.6198444517430963,-1.0469806278526388,0.48085126029602804,41,62,49,52,46,54,37,44,45,24,21,28,39,41,50,46,58
1323,Jordan Dowdy,F,,20,1,BEL,2058,60,60,36.472790741754785,9,20.2,44.554455445544555,1.4166666666666667,4.333333333333333,32.69230769230769,7.583333333333333,15.866666666666667,47.794117647058826,48.06105610561056,4.35,6.683333333333334,65.08728179551122,1.9833333333333334,5.75,7.733333333333333,1.2166666666666666,3.85,1.4833333333333334,0.5833333333333334,1.0666666666666667,2.466666666666667,23.766666666666666,4.25,7.083333333333333,60,2.85,7.35,38.775510204081634,0.48333333333333334,1.4333333333333333,33.72093023255814,16,0,0,0,18.072072618632735,6.159718799519656,51.35259715940192,0.2145214521452145,0.33085808580858084,5.483222033775296,15.651836070738192,10.606996676171125,5.9298085581990785,1.9277396277708532,1.0936479027655626,14.264190090401621,30.604713638252612,5.3716789603225585,4.505782114517365,93.36735664464283,92.88210891553689,1.7088927886749317,3.4947771399071046,5.203669928582036,0.11413812483780726,1.5358341751186977,-0.20456189989216167,1.331272275226536,1.8393728669197995,55,67,56,69,50,49,41,61,63,36,34,39,48,51,44,46,51
1324,Juan Morales,PF,,21,1,BAL,2058,60,60,37.357919715749446,8.483333333333333,19.633333333333333,43.20882852292021,1.4166666666666667,4.95,28.619528619528616,7.066666666666666,14.683333333333334,48.12712826333711,46.816638370118845,3.6333333333333333,5.033333333333333,72.18543046357617,1.95,5.733333333333333,7.683333333333334,1.8833333333333333,3.2,1.5666666666666667,1.1166666666666667,0.95,2.35,22.016666666666666,3.4833333333333334,6.266666666666667,55.58510638297872,1.4833333333333334,3.85,38.52813852813853,2.1,4.566666666666666,45.98540145985402,13,0,0,0,18.10498721662938,5.892503454624281,50.38600024411082,0.25212224108658743,0.2563667232597623,5.221583505938876,15.210196714672218,10.239119443349114,8.355314231040715,1.9733248623270734,2.045585465349595,12.775471095496647,27.533483773069243,1.3225475135227913,3.9345919993805336,95.41941069155837,94.12077122166033,2.378228568985489,3.208908118996705,5.587136687982194,0.11964556336099741,1.9769704474206176,0.2289803254473819,2.2059507728679995,2.3869189665143122,55,69,57,66,62,62,47,34,57,47,44,42,36,47,43,43,46
1325,George O'Quinn,F,,23,1,LAE,2058,60,39,28.950740347564377,4.3,8.9,48.31460674157304,0.18333333333333332,0.65,28.205128205128204,4.116666666666666,8.25,49.898989898989896,49.344569288389515,1.6666666666666667,3.05,54.644808743169406,0.8666666666666667,3.8666666666666667,4.733333333333333,1.2666666666666666,1.9166666666666667,0.5666666666666667,0.3,0.43333333333333335,2.5,10.45,2.816666666666667,4.966666666666667,56.711409395973156,1.3,3.2666666666666666,39.795918367346935,0,0.016666666666666666,0,2,0,0,0,10.349328814997886,-0.44984865740031604,51.01542667447764,0.07303370786516854,0.34269662921348315,2.961928689983267,13.642993292323284,8.217308656368589,6.614412915503191,0.9293619823381845,0.7155010706324963,15.763789889242242,17.427659396337283,-5.822179474237441,2.3433392515198554,92.00702751044793,102.28007821581872,0.525883395675841,0.5945161187999741,1.1203995144758152,0.030960162013820812,-2.6490300450677267,-1.296336163581501,-3.9453662086492276,-0.8526124943449241,35,46,51,39,61,53,39,31,40,23,15,25,36,31,38,34,33
1326,Antonio Phelps,SG,,20,1,TOR,2058,60,60,33.21911415578967,5.883333333333334,15.233333333333333,38.62144420131291,1.7833333333333334,5.45,32.7217125382263,4.1,9.783333333333333,41.90800681431005,44.47483588621444,2.5833333333333335,3.5166666666666666,73.45971563981043,0.8,2.6333333333333333,3.433333333333333,1.2166666666666666,2.566666666666667,1.1666666666666667,0.4666666666666667,0.9333333333333333,2.2,16.133333333333333,1.3666666666666667,2.45,55.78231292517006,0.6333333333333333,2.4,26.38888888888889,2.1,4.933333333333334,42.567567567567565,0,0,0,0,11.518291687806416,0.8078029330419837,48.07119303960907,0.35776805251641136,0.23085339168490154,2.47883289067207,7.851743189549792,5.21692380142482,5.787466542679772,1.6732757130469722,0.9385816950241255,13.266255470176766,24.4583444736562,-0.9322536110870121,-6.8241061860722665,88.94185545297611,98.63788570481854,-0.11236999926280862,1.6513740063337012,1.5390040070708926,0.03706309565880254,-1.5553780538983673,-1.9531875502628195,-3.508565604161187,-0.7547486376528147,44,61,41,50,73,71,30,35,54,46,50,56,30,33,40,38,37
1339,Justin Wiser,GF,,22,1,BOS,2058,60,60,33.96457116327882,5.45,13.516666666666667,40.32059186189889,1.3666666666666667,4.466666666666667,30.597014925373134,4.083333333333333,9.05,45.11970534069982,45.37607891491985,2.0166666666666666,2.8666666666666667,70.34883720930233,0.8166666666666667,3.9166666666666665,4.733333333333333,1.9166666666666667,1.9833333333333334,1,0.25,0.6333333333333333,2.55,14.283333333333333,2.35,4.45,52.80898876404494,1.2166666666666666,3.25,37.43589743589744,0.5166666666666667,1.35,38.2716049382716,1,0,0,0,11.7105836378707,0.9818974117626351,48.32634095727884,0.33045622688039455,0.2120838471023428,2.508630902308304,11.742915288558992,7.181758414465839,8.954569909440128,1.3990546779041508,0.4994638675884922,11.832789754196165,20.599935699595818,-5.269772617519718,-8.225286566617797,93.5780920493778,100.32664681720134,1.1332261162019686,1.2289598479053467,2.362185964107315,0.055638823237343725,-1.3369018029622177,-1.3084190754919645,-2.645320878454182,-0.33296045589460194,42,55,40,42,55,52,37,32,41,43,36,45,48,42,40,40,43
1340,Hugh Law,C,,20,1,HOU,2058,60,60,28.45938936171848,4.883333333333334,9.916666666666666,49.2436974789916,0.26666666666666666,0.9,29.629629629629626,4.616666666666666,9.016666666666667,51.20147874306839,50.588235294117645,1.7833333333333334,2.8333333333333335,62.94117647058823,2.7,7.083333333333333,9.783333333333333,1.55,1.95,0.5833333333333334,0.5833333333333334,0.6,2.6166666666666667,11.816666666666666,3.316666666666667,5.133333333333334,64.6103896103896,1.2166666666666666,3.6166666666666667,33.6405529953917,0.08333333333333333,0.26666666666666666,31.25,22,0,0,0,16.89052266040037,4.275210356562325,52.9262466407883,0.0907563025210084,0.2857142857142857,10.417179426496398,24.949698544637723,18.01414272977862,7.897206833572922,0.975956597787365,1.4184974823341614,14.87036095577021,19.356742777085522,4.517284821398918,-2.247760199472846,102.29885354577331,94.40866909658317,2.8859103341367534,2.3789230612206826,5.264833395357436,0.1479956812408438,0.6539707304335645,-0.5954442874727333,0.058526442960831204,0.8899648070973915,35,58,68,41,25,29,21,45,32,24,27,30,45,40,39,42,57
1341,Drew Lomax,C,,22,1,KEN,2058,60,60,31.050570653643295,4.066666666666666,7.583333333333333,53.62637362637363,0.08333333333333333,0.36666666666666664,22.727272727272727,3.9833333333333334,7.216666666666667,55.19630484988453,54.175824175824175,1.5666666666666667,2.6333333333333333,59.49367088607595,3.6666666666666665,8.2,11.866666666666667,1.9833333333333334,1.9833333333333334,1.25,0.75,0.35,2.8666666666666667,9.783333333333333,2.8666666666666667,4.416666666666667,64.90566037735849,1.1,2.7333333333333334,40.243902439024396,0.016666666666666666,0.06666666666666667,25,25,0,0,0,17.62519253354361,5.209223572972974,55.9559216045146,0.04835164835164835,0.34725274725274724,12.042860056420528,26.326262791892653,19.26581655962007,9.226459719653317,1.9266128026486016,1.632190025990701,18.49204375932372,14.344477374126607,9.684440349448762,5.0255458295307225,107.93558600571545,90.18495999091324,3.5729257953558387,3.6460980783214074,7.219023873677246,0.18599397619328992,1.216544743830005,0.6304637727752929,1.8470085166052979,1.8209117339951892,40,55,69,36,44,36,31,29,35,18,17,18,40,46,49,43,63
1342,Jovan Covic,SG,,21,1,TOR,2058,60,0,23.172044088236795,2.8,6.416666666666667,43.63636363636363,0.13333333333333333,0.65,20.51282051282051,2.6666666666666665,5.766666666666667,46.24277456647399,44.675324675324674,0.8333333333333334,1.2666666666666666,65.78947368421053,0.36666666666666664,1.35,1.7166666666666666,1.85,1.1833333333333333,1.1333333333333333,0.05,0.31666666666666665,1.5333333333333334,6.566666666666666,1.05,1.7,61.76470588235294,0.5166666666666667,1.6166666666666667,31.958762886597935,1.1,2.45,44.89795918367347,0,0,0,0,9.503598153379423,-0.5513711646445986,47.07962909855654,0.1012987012987013,0.1974025974025974,1.6287423705529556,5.770556789081697,3.7394540300733166,11.585552842545873,2.3302476630661713,0.14416472381615975,14.506374632232754,14.783520007532045,-0.30841513165457507,-2.9332990414744677,91.54434111898979,98.5134545189115,0.3024028217061183,1.175015617321151,1.4774184390272693,0.0510069265672518,-3.6881650334496774,-0.19701827368970193,-3.8851833071393793,-0.6579123229172211,34,54,34,40,68,47,33,23,42,40,39,31,33,36,46,38,36
1343,William Melton,SF,,23,1,SIN,2058,60,0,16.750249198314396,2.2333333333333334,4.766666666666667,46.85314685314685,0.1,0.31666666666666665,31.57894736842105,2.1333333333333333,4.45,47.940074906367045,47.9020979020979,0.6,1.0833333333333333,55.38461538461539,0.65,2.35,3,0.6833333333333333,1.0166666666666666,0.35,0.08333333333333333,0.16666666666666666,1.4166666666666667,5.166666666666667,1.4333333333333333,2.283333333333333,62.77372262773723,0.5666666666666667,1.6666666666666667,34,0.13333333333333333,0.5,26.666666666666668,0,0,0,0,9.081353200723548,-0.5674671620840998,49.268912905276544,0.06643356643356643,0.22727272727272727,3.9757926476755507,14.492600078163301,9.212595490361718,5.796273221943266,1.0001652196464623,0.3418789081797983,16.240681576144834,15.685280988469453,1.2859267096945128,3.53244438199045,90.3354345268187,102.61329235692232,0.10527616664798041,0.29926321028718905,0.40453937693516945,0.01932099622617573,-3.075888720388672,-1.8672942577715266,-4.943182978160198,-0.7515098829339864,29,42,47,44,38,41,36,35,40,21,28,29,32,33,33,34,41
1344,Mirza Gacic,SF,,20,1,NYC,2058,60,60,34.16643997568863,5.7,13.583333333333334,41.96319018404908,1.7166666666666666,5.233333333333333,32.802547770700635,3.9833333333333334,8.35,47.70459081836327,48.282208588957054,2.316666666666667,3.0166666666666666,76.79558011049724,1.55,5,6.55,4.15,2.533333333333333,0.8833333333333333,0.7,0.6333333333333333,3.05,15.433333333333334,2.1333333333333333,3.5833333333333335,59.53488372093023,0.9166666666666666,2.75,33.33333333333333,0.9333333333333333,2.0166666666666666,46.28099173553719,4,0,0,0,16.37693727237831,4.795081183465094,51.75266028793705,0.3852760736196319,0.22208588957055214,4.45656660097192,14.533836964603825,9.467696438908973,19.416557578227156,1.2391161927320673,1.4061780145222431,14.522662997783383,21.334108559532076,6.686551527330157,-4.260086344957017,101.80165934705228,93.6910377143737,3.659561615207522,3.052386978097979,6.7119485933055,0.1571588634480252,1.8655908076982897,1.0188016818121968,2.8843924895104864,2.5307565193071535,49,67,55,41,57,53,35,42,45,51,46,53,43,34,62,50,45
1345,Kevin Matthews,F,,23,1,MON,2058,60,60,30.549433281576878,4.083333333333333,8.766666666666667,46.57794676806083,0.16666666666666666,0.5166666666666667,32.25806451612903,3.9166666666666665,8.25,47.474747474747474,47.52851711026616,0.95,1.8333333333333333,51.81818181818182,3.2,6.833333333333333,10.033333333333333,3.5833333333333335,3.6666666666666665,1.55,0.31666666666666665,0.48333333333333334,3.183333333333333,9.283333333333333,2.183333333333333,3.716666666666667,58.744394618834086,1.4333333333333333,3.6333333333333333,39.44954128440367,0.3,0.9,33.33333333333333,18,1,0,0,13.50553648047088,1.8278858398734834,48.48537604456825,0.058935361216730035,0.20912547528517111,10.155599952222797,23.29341801091929,16.489823712745906,17.994936471953096,2.416576382685907,0.7182561030115687,27.69385699899295,17.994143071818883,-2.104760074094283,3.5908111285588378,87.15422210574482,94.67108760108496,-0.5185617642704106,2.4894112142495026,1.970849449979092,0.05161076297065403,-2.0432926357773935,0.40589431361036166,-1.6373983221670318,0.167985984047802,41,53,51,46,39,38,34,50,38,28,28,22,36,59,44,51,63
1346,Aaron Dixon,FC,,19,1,HOU,2058,60,0,19.100670516942056,2.6166666666666667,4.933333333333334,53.04054054054054,0.06666666666666667,0.23333333333333334,28.57142857142857,2.55,4.7,54.25531914893617,53.71621621621622,0.7333333333333333,1.4,52.38095238095239,1.4666666666666666,4.083333333333333,5.55,0.7166666666666667,1.8333333333333333,0.65,0.7666666666666667,0.3,1.7833333333333334,6.033333333333333,1.6666666666666667,2.533333333333333,65.78947368421053,0.8166666666666667,2.0166666666666666,40.49586776859504,0.06666666666666667,0.15,44.44444444444444,0,0,0,0,12.770809977300358,0.7849223736998368,54.360884190293135,0.0472972972972973,0.28378378378378377,8.43130434713649,21.429864311195306,15.226381115292712,5.1805843762122725,1.620332083383995,2.7777638451228586,24.83294202636807,16.23713503526309,6.7306101866452055,2.143785859127852,90.24789999134322,93.17893669056745,0.11899904200991177,1.784785395857685,1.9037844378675968,0.07973686310871501,-1.8991528410623473,0.6000478302220364,-1.2991050108403108,0.20337256864602785,32,57,64,43,42,40,24,33,41,18,17,17,26,38,34,42,53
1347,Joe Hyde,SF,,19,1,BOS,2058,60,0,14.08148872032738,1.7,3.2333333333333334,52.57731958762887,0.11666666666666667,0.21666666666666667,53.84615384615385,1.5833333333333333,3.0166666666666666,52.48618784530387,54.38144329896907,0.2833333333333333,0.6333333333333333,44.73684210526316,0.23333333333333334,1,1.2333333333333334,0.4,0.5833333333333334,0.3,0.3333333333333333,0.15,1.2833333333333334,3.8,1.1166666666666667,1.7333333333333334,64.42307692307693,0.23333333333333334,0.5666666666666667,41.17647058823529,0.23333333333333334,0.7166666666666667,32.55813953488372,0,0,0,0,8.455324562801234,-0.6875719189407732,54.1002277904328,0.06701030927835051,0.1958762886597938,1.7288061043645881,7.231641360751902,4.51358614317115,4.2401476232329784,1.0123565720803043,1.606276761510049,14.243854794074556,12.140151933935625,0.2812101585783589,4.4170528285999975,96.47086895874372,101.47733042851745,0.4627449226118433,0.3797203487141887,0.842465271326032,0.047862284339858945,-3.063655661661927,-1.1751719483099548,-4.238827609971882,-0.47891675521904803,26,57,51,25,58,65,18,2,30,25,26,36,19,19,39,30,29
1348,Kai Ferguson,SG,,23,1,KEN,2058,60,60,31.611875307013563,4.616666666666666,10.866666666666667,42.484662576687114,0.18333333333333332,1.0166666666666666,18.0327868852459,4.433333333333334,9.85,45.008460236886634,43.328220858895705,2.1333333333333333,3.55,60.093896713615024,0.5333333333333333,2.6333333333333333,3.1666666666666665,2.8666666666666667,0.9666666666666667,1.2833333333333334,0.18333333333333332,0.7166666666666667,2.3666666666666667,11.55,2.85,4.966666666666667,57.38255033557047,1.55,4.7,32.97872340425532,0.03333333333333333,0.18333333333333332,18.181818181818183,0,0,0,0,12.519346054029937,1.524425448637713,46.46516118650432,0.09355828220858896,0.3266871165644172,1.7205855178140979,8.304252048335366,5.0498718133988945,13.390477204984887,1.9428677062988777,0.39189544613280985,7.216443537550391,17.59733016353453,6.989277329364267,-2.696323819137097,100.17615393174437,96.51244526032593,2.327805853661427,2.109700679524054,4.437506533185481,0.11229973521250615,-1.382295008215896,0.1490577076156172,-1.2332373006002788,0.36949400676076055,39,46,34,40,49,45,44,34,41,28,28,32,60,41,45,39,41
1350,Andre Branch,G,,19,1,HOU,2058,60,60,35.10840242309009,5,11.55,43.290043290043286,0.26666666666666666,0.9833333333333333,27.11864406779661,4.733333333333333,10.566666666666666,44.79495268138801,44.44444444444444,2.1666666666666665,3.1,69.89247311827957,0.4166666666666667,2.0166666666666666,2.433333333333333,8.433333333333334,3.183333333333333,1.4666666666666666,0.2,0.5166666666666667,1.55,12.433333333333334,1.6166666666666667,2.716666666666667,59.50920245398773,1.15,3.2666666666666666,35.204081632653065,1.9666666666666666,4.583333333333333,42.90909090909091,10,0,0,0,15.166775335051437,3.703066886575867,48.138970626193796,0.08513708513708514,0.2683982683982684,1.3031357171961897,5.7580608827874435,3.6319751101970206,33.416597808306996,1.9891138524154355,0.39423600088050254,19.775532179242937,19.261390008993132,7.142727012100995,6.291920863197058,98.19861306534243,99.32998784522044,2.618271266457822,1.5506472672655052,4.168918533723327,0.09499534575191067,1.2852611229004545,0.23918495565163145,1.524446078552086,1.8797181892128012,44,67,33,50,83,71,34,27,36,35,38,33,34,30,58,64,40
1351,Brian Simmons,F,,23,1,BOS,2058,60,60,34.33244448449238,4.733333333333333,10.483333333333333,45.151033386327505,0.5166666666666667,1.7333333333333334,29.807692307692307,4.216666666666667,8.75,48.19047619047619,47.61526232114468,1.7333333333333334,2.55,67.97385620915033,1.7333333333333334,6.266666666666667,8,5.583333333333333,1.5333333333333334,0.6666666666666666,0.5,0.4166666666666667,3.316666666666667,11.716666666666667,2.8833333333333333,5.05,57.0957095709571,1.2333333333333334,3.433333333333333,35.92233009708738,0.1,0.26666666666666666,37.5,17,2,0,0,16.446045012317075,4.4650994160100925,50.47966452205882,0.16534181240063592,0.24324324324324326,5.267389529626301,18.587343277011115,12.008122185667332,24.912394657624468,0.9227091726691583,0.9882241902034279,11.670387659833569,15.974600480369473,-6.366693288326484,-12.263162713999979,109.71108476650326,98.89681461535918,4.764654101891206,1.6355079235665402,6.400162025457746,0.1491338498392944,1.877616650996341,1.2736672016130726,3.1512838526094136,2.686649509735751,42,51,54,27,39,41,47,28,30,40,32,37,55,43,51,46,48
1352,Jeremy Clark,F,,21,1,BEL,2058,60,60,28.760897115717064,4.5,9.366666666666667,48.04270462633452,0.26666666666666666,0.8333333333333334,32,4.233333333333333,8.533333333333333,49.609375,49.46619217081851,1.5666666666666667,2.3,68.11594202898551,1.05,3.5,4.55,1.0166666666666666,1.1333333333333333,0.6833333333333333,0.5333333333333333,0.43333333333333335,2.716666666666667,10.833333333333334,2.8666666666666667,4.65,61.648745519713266,1.1666666666666667,3.3,35.35353535353536,0.2,0.5833333333333334,34.285714285714285,0,0,0,0,12.557874555268667,1.069990920675238,52.190390544707085,0.08896797153024912,0.24555160142348753,3.681255718207503,12.08181153208351,7.914138852989599,5.414572063662268,1.1261825443616462,1.2680197701877474,9.844799629372249,16.553584721233026,3.9004371026020204,-0.9027492647312535,101.95224242858485,95.39366211940659,2.276853831735635,2.177191757142495,4.45404558887813,0.12389170117907379,-1.0882321927466876,0.6169579180102049,-0.47127427473648265,0.6656143140829522,35,53,53,32,52,51,30,29,31,35,32,33,42,29,45,35,39
1353,Dominique McDonald,SG,,19,1,MON,2058,60,0,24.417870901571565,3.8833333333333333,9.633333333333333,40.31141868512111,1.1833333333333333,3.2333333333333334,36.597938144329895,2.7,6.4,42.1875,46.45328719723184,1.0333333333333334,1.5833333333333333,65.26315789473685,0.6666666666666666,2.966666666666667,3.6333333333333333,4.783333333333333,1.8166666666666667,0.48333333333333334,0.15,0.4166666666666667,2.5833333333333335,9.983333333333333,1.0833333333333333,1.95,55.55555555555556,0.6166666666666667,2.0166666666666666,30.57851239669421,1,2.433333333333333,41.0958904109589,2,0,0,0,14.692942229870521,2.444960526966591,48.32203936753792,0.3356401384083045,0.1643598615916955,2.6470351744410254,12.652161614179862,7.470873450971369,31.270331537176002,0.9427812592794971,0.4256607424481099,14.95609220636663,20.653595283139154,-2.6983049816133566,1.4652845340813463,99.45029815892818,100.89708376255268,2.1213734980863337,0.7719476368210829,2.8933211349074166,0.09479355989948161,1.0885052476693247,0.04860739498312583,1.1371126426524505,1.1616571946724812,36,64,39,33,47,52,31,36,40,45,44,53,38,31,60,51,48
1354,Ryan Dawson,SF,,20,1,HOU,2058,60,60,28.435743496170705,4.433333333333334,9.133333333333333,48.54014598540146,0.11666666666666667,0.5666666666666667,20.588235294117645,4.316666666666666,8.566666666666666,50.38910505836576,49.17883211678832,1.8,2.8,64.28571428571429,0.55,3.2666666666666666,3.816666666666667,3.25,1.5166666666666666,0.9833333333333333,0.23333333333333334,0.3333333333333333,2.6166666666666667,10.783333333333333,2.6,4.366666666666666,59.541984732824424,0.85,2.2666666666666666,37.5,0.8666666666666667,1.9333333333333333,44.827586206896555,2,0,0,0,14.285898562326958,2.5708618607964375,52.01633650630306,0.06204379562043796,0.30656934306569344,2.123782604599414,11.515781959027409,7.033507743097313,16.20395826680149,1.6465520389839463,0.5678708160214153,12.76440554339898,17.55374218553249,2.427966564536306,-7.3454611493456365,103.34619051582546,97.87235375257059,2.7975172135628514,1.5879635487846855,4.385480762347537,0.12337938729650187,-0.6832609324849561,0.5969647078331675,-0.08629622465178866,0.8266660598386091,36,61,48,36,47,44,28,22,48,30,36,27,37,41,56,48,39
1355,James Gomes,F,,21,1,LAE,2058,60,60,36.50599350777175,5.483333333333333,11.566666666666666,47.40634005763689,0.36666666666666664,0.9166666666666666,40,5.116666666666666,10.65,48.04381846635368,48.99135446685879,3.0166666666666666,4.783333333333333,63.06620209059234,2.683333333333333,6.95,9.633333333333333,6.566666666666666,2.533333333333333,1.9333333333333333,0.8333333333333334,0.7,2.6,14.35,3.6333333333333333,6.05,60.05509641873278,1.3166666666666667,4.133333333333334,31.85483870967742,0.16666666666666666,0.4666666666666667,35.714285714285715,27,3,0,0,21.133149554111466,8.83392696921011,52.48207928999854,0.0792507204610951,0.41354466858789624,7.272649086515351,19.447027920916074,13.262781064134701,27.262827020327073,2.514545375329328,1.5761708423969605,15.633356646233596,18.419961376405904,-7.608667468427967,-3.4603663499878095,107.43687897774234,96.67995456342545,5.287362634585128,2.387336853246316,7.674699487831445,0.16818497458391496,3.651403174435397,3.1739962953113166,6.8253994697467135,4.877409220716425,53,65,58,42,54,48,42,27,41,31,25,35,40,57,62,53,50
1356,Donald Wade,PG,,19,1,SIN,2058,60,60,33.10110491169049,4.933333333333334,11.15,44.24514200298953,1.6833333333333333,4.116666666666666,40.89068825910931,3.25,7.033333333333333,46.208530805687204,51.79372197309418,1.0333333333333334,1.45,71.26436781609196,0.5166666666666667,2.783333333333333,3.3,5.516666666666667,1.9833333333333334,1.0333333333333334,0.25,0.4166666666666667,1.9,12.583333333333334,0.8333333333333334,1.4333333333333333,58.139534883720934,0.6166666666666667,1.6166666666666667,38.144329896907216,1.8,3.9833333333333334,45.18828451882845,2,0,0,0,15.611609793510596,3.645358318490115,53.373487162085745,0.3692077727952167,0.13004484304932734,1.5991882673952091,8.686052467732736,5.1280643864416495,24.219968556155727,1.4942488306402026,0.5190059597349082,14.401897661809556,17.461145940286986,-1.4942488298878367,-1.5477939211769653,105.97984175315823,103.31219071875908,3.9667096325670017,0.4060712451115817,4.372780877678584,0.1056830190857883,1.6903792700147582,-0.2789934668847236,1.4113858031300346,1.7213512098127393,38,64,27,50,66,76,30,15,30,42,44,52,29,26,64,58,48
1357,Anthony Richardson,SG,,23,1,CAI,2058,60,60,34.81666364243585,6.766666666666667,14.833333333333334,45.61797752808989,0.45,1.4333333333333333,31.3953488372093,6.316666666666666,13.4,47.13930348258707,47.13483146067416,3.15,4.516666666666667,69.74169741697416,1.2833333333333334,4.316666666666666,5.6,4.65,3.1166666666666667,1.25,0.3,0.5833333333333334,2.783333333333333,17.133333333333333,3.85,6.666666666666667,57.75,1.6333333333333333,4.533333333333333,36.029411764705884,0.8333333333333334,2.2,37.878787878787875,3,0,0,0,16.899480385530236,5.3208013389700755,50.92941223098569,0.09662921348314607,0.3044943820224719,3.748228789475483,12.879591207388566,8.265200739446001,23.21923119481758,1.7132363208997503,0.5748353897735001,15.632314585701865,24.02784865817375,-9.091574071889225,2.1084677936723213,97.14520351530999,102.56460679046637,2.6350686935657825,0.6356197932540262,3.2706884868198087,0.0751522551479257,1.3686553343630674,0.35590317904231483,1.7245585134053822,1.96993891265223,39,51,42,33,64,62,44,28,60,30,33,35,37,33,42,46,40
